77482.0000,45.2930,97.4590,0.4678,6.0000
15702.0000,9.1788,47.5010,0.1550,6.0000
6740.0000,3.9399,31.4510,0.0798,5.0000
2305.0000,1.3474,18.4872,0.0330,5.0000
34196.0000,19.9897,68.5404,0.2748,4.0000
38933.0000,22.7588,72.7016,0.3008,4.0000
12793.0000,7.4783,43.0237,0.1324,0.0000
123463.0000,72.1718,114.8697,0.5958,4.0000
76740.0000,44.8593,97.0915,0.4651,3.0000
76428.0000,44.6769,96.9360,0.4640,3.0000
122746.0000,71.7527,114.6668,0.5943,2.0000
1967.0000,1.1498,17.0847,0.0289,1.0000
34910.0000,20.4071,69.1907,0.2788,3.0000
37523.0000,21.9345,71.4995,0.2932,2.0000
141040.0000,82.4466,119.2747,0.6293,3.0000
34419.0000,20.1200,68.7444,0.2761,2.0000
62174.0000,36.3446,89.1456,0.4095,2.0000
2426.0000,1.4181,18.9636,0.0344,1.0000
43746.0000,25.5723,76.5962,0.3257,3.0000
76763.0000,44.8727,97.1030,0.4652,3.0000
123459.0000,72.1694,114.8685,0.5958,4.0000
12869.0000,7.5227,43.1475,0.1330,0.0000
59101.0000,34.5482,87.2709,0.3967,4.0000
49662.0000,29.0305,80.9939,0.3545,4.0000
1579.0000,0.9230,15.3140,0.0240,5.0000
51304.0000,29.9904,82.1470,0.3621,5.0000
18857.0000,11.0231,51.8592,0.1781,6.0000
38906.0000,22.7430,72.6788,0.3007,6.0000
128842.0000,75.3161,116.3318,0.6069,5.0000
62277.0000,36.4048,89.2071,0.4099,6.0000
38014.0000,22.2215,71.9215,0.2959,6.0000
988.0000,0.5775,12.1219,0.0161,5.0000
81695.0000,47.7558,99.4842,0.4823,6.0000
20010.0000,11.6971,53.3473,0.1862,5.0000
34566.0000,20.2060,68.8785,0.2769,4.0000
9864.0000,5.7661,37.9093,0.1080,0.0000
34228.0000,20.0084,68.5697,0.2750,4.0000
69476.0000,40.6130,93.3108,0.4385,2.0000
134971.0000,78.8989,117.8736,0.6186,3.0000
19950.0000,11.6620,53.2711,0.1858,3.0000
63968.0000,37.3933,90.2055,0.4168,2.0000
3292.0000,1.9244,22.0684,0.0444,1.0000
9797.0000,5.7270,37.7833,0.1075,2.0000
3057.0000,1.7870,21.2719,0.0417,1.0000
85712.0000,50.1040,101.3218,0.4955,2.0000
119876.0000,70.0750,113.8359,0.5880,2.0000
44427.0000,25.9703,77.1231,0.3291,3.0000
36470.0000,21.3190,70.5822,0.2875,2.0000
36849.0000,21.5405,70.9143,0.2896,3.0000
7220.0000,4.2205,32.5334,0.0843,0.0000
34224.0000,20.0061,68.5660,0.2750,4.0000
10767.0000,6.2940,39.5645,0.1157,0.0000
35517.0000,20.7619,69.7368,0.2822,4.0000
60576.0000,35.4104,88.1803,0.4029,5.0000
617.0000,0.3607,9.5834,0.0107,5.0000
46243.0000,27.0319,78.5010,0.3381,6.0000
1782.0000,1.0417,16.2649,0.0265,5.0000
87568.0000,51.1889,102.1414,0.5014,6.0000
93593.0000,54.7109,104.6805,0.5199,5.0000
32088.0000,18.7574,66.5680,0.2627,6.0000
89811.0000,52.5001,103.1080,0.5085,6.0000
161206.0000,94.2349,123.0841,0.6587,5.0000
93177.0000,54.4677,104.5110,0.5187,6.0000
53582.0000,31.3220,83.7021,0.3725,4.0000
81407.0000,47.5874,99.3490,0.4813,0.0000
73742.0000,43.1068,95.5721,0.4544,4.0000
121984.0000,71.3072,114.4492,0.5926,2.0000
85694.0000,50.0935,101.3138,0.4954,2.0000
336.0000,0.1964,7.0744,0.0063,1.0000
11372.0000,6.6476,40.6320,0.1208,3.0000
26627.0000,15.5651,61.0478,0.2298,2.0000
47578.0000,27.8123,79.4897,0.3446,3.0000
28033.0000,16.3870,62.5313,0.2385,2.0000
27480.0000,16.0638,61.9533,0.2351,3.0000
76110.0000,44.4910,96.7769,0.4629,3.0000
16196.0000,9.4676,48.2141,0.1587,2.0000
1867.0000,1.0914,16.6466,0.0276,1.0000
23044.0000,13.4706,57.0400,0.2068,4.0000
81216.0000,47.4758,99.2591,0.4806,0.0000
53661.0000,31.3682,83.7551,0.3729,4.0000
1468.0000,0.8581,14.7678,0.0225,5.0000
116296.0000,67.9822,112.7559,0.5798,6.0000
49748.0000,29.0808,81.0550,0.3549,6.0000
4366.0000,2.5522,25.3830,0.0560,5.0000
23131.0000,13.5215,57.1415,0.2073,6.0000
69339.0000,40.5329,93.2362,0.4379,5.0000
760.0000,0.4443,10.6344,0.0128,5.0000
43973.0000,25.7049,76.7725,0.3268,5.0000
115166.0000,67.3217,112.4047,0.5772,6.0000
7433.0000,4.3450,33.0016,0.0863,6.0000
73652.0000,43.0542,95.5257,0.4540,4.0000
5223.0000,3.0532,27.7351,0.0649,4.0000
147486.0000,86.2147,120.6307,0.6398,4.0000
76715.0000,44.8447,97.0791,0.4651,0.0000
123551.0000,72.2232,114.8944,0.5960,3.0000
1758.0000,1.0277,16.1554,0.0262,1.0000
62229.0000,36.3767,89.1785,0.4098,2.0000
45344.0000,26.5064,77.8238,0.3337,2.0000
13180.0000,7.7045,43.6497,0.1355,1.0000
16555.0000,9.6774,48.7246,0.1614,3.0000
71956.0000,42.0627,94.6400,0.4478,3.0000
67087.0000,39.2165,91.9906,0.4292,3.0000
18563.0000,10.8512,51.4715,0.1760,3.0000
50403.0000,29.4637,81.5177,0.3580,2.0000
1373.0000,0.8026,14.2835,0.0213,1.0000
66425.0000,38.8295,91.6177,0.4266,3.0000
70227.0000,41.0520,93.7177,0.4413,2.0000
76644.0000,44.8032,97.0437,0.4648,0.0000
147421.0000,86.1767,120.6177,0.6397,4.0000
9344.0000,5.4621,36.9190,0.1035,4.0000
38929.0000,22.7564,72.6982,0.3008,4.0000
12167.0000,7.1124,41.9889,0.1273,6.0000
63889.0000,37.3471,90.1593,0.4165,6.0000
2734.0000,1.5982,20.1242,0.0380,5.0000
2914.0000,1.7034,20.7718,0.0401,5.0000
92225.0000,53.9112,104.1199,0.5158,6.0000
59073.0000,34.5318,87.2535,0.3966,6.0000
41984.0000,24.5423,75.2061,0.3168,6.0000
12228.0000,7.1480,42.0910,0.1278,4.0000
40647.0000,23.7607,74.1243,0.3098,0.0000
21148.0000,12.3623,54.7683,0.1940,0.0000
11213.0000,6.5547,40.3545,0.1195,0.0000
44796.0000,26.1860,77.4063,0.3310,3.0000
169443.0000,99.0499,124.2853,0.6680,3.0000
15243.0000,8.9105,46.8271,0.1515,3.0000
83176.0000,48.6215,100.1720,0.4872,2.0000
20576.0000,12.0279,54.0597,0.1901,3.0000
52996.0000,30.9795,83.3069,0.3699,1.0000
176556.0000,103.2079,125.1645,0.6749,2.0000
51248.0000,29.9576,82.1081,0.3619,2.0000
88180.0000,51.5467,102.4077,0.5034,1.0000
111847.0000,65.3815,111.3443,0.5693,2.0000
4751.0000,2.7773,26.4667,0.0601,1.0000
5505.0000,3.2180,28.4647,0.0677,1.0000
64033.0000,37.4313,90.2434,0.4171,2.0000
11627.0000,6.7967,41.0727,0.1229,2.0000
26922.0000,15.7376,61.3629,0.2317,3.0000
342.0000,0.1999,7.1372,0.0064,3.0000
70273.0000,41.0789,93.7425,0.4415,3.0000
55608.0000,32.5063,85.0438,0.3816,3.0000
33547.0000,19.6103,67.9416,0.2711,3.0000
572.0000,0.3344,9.2278,0.0100,0.0000
6568.0000,3.8394,31.0533,0.0781,0.0000
55259.0000,32.3023,84.8154,0.3800,0.0000
32499.0000,18.9977,66.9589,0.2651,4.0000
33021.0000,19.3028,67.4509,0.2681,6.0000
59041.0000,34.5131,87.2335,0.3964,6.0000
114249.0000,66.7856,112.1161,0.5750,6.0000
